Issue Key,Project,Issue Type,Summary,Description,Priority,Severity,Labels,Root Cause,Status,Resolution,Assignee,Reporter,Created,Updated,Resolution Date,Sprint
QA-407,QA Defects,Bug,Cache not refreshed after deployment,Steps: Open app. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Minor,DevOps,Code Bug,Closed,,Jane Smith,Test Engineer,2024-12-24,2024-12-31,2025-01-13,Sprint 26 (2024)
QA-408,QA Defects,Bug,API returns 500 error on valid request,Steps: Click logout. Expected: User should be redirected. Actual: Page loads slowly.,Low,Critical,API,Configuration Issue,In Progress,Fixed,Jane Smith,Automation Bot,2024-12-25,2025-01-02,,Sprint 26 (2024)
QA-409,QA Defects,Bug,Search results not displayed correctly,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Incorrect message displayed.,Medium,Minor,Data Handling,Code Bug,Resolved,Cannot Reproduce,Jane Smith,Test Engineer,2024-12-26,2025-01-02,2025-01-16,Sprint 26 (2024)
QA-410,QA Defects,Bug,UI alignment issue on mobile view,Steps: Open app. Expected: System should work correctly. Actual: System crashes.,Low,Blocker,UI,Configuration Issue,In Progress,Won't Fix,Alice Brown,Automation Bot,2024-12-27,2024-12-29,2025-01-10,Sprint 26 (2024)
QA-411,QA Defects,Bug,Application crashes on logout,Steps: Call API endpoint. Expected: System should work correctly. Actual: Page loads slowly.,High,Blocker,Logging,Memory Leak,Open,Cannot Reproduce,Jane Smith,QA Tester,2024-12-29,2025-01-07,2025-01-18,Sprint 26 (2024)
QA-412,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Submit form. Expected: Response should be 200 OK. Actual: Data not saved.,Medium,Minor,General Code Defect,Configuration Issue,Open,,Jane Smith,Automation Bot,2024-12-30,2025-01-09,2025-01-23,Sprint 27 (2024)
QA-413,QA Defects,Bug,Session timeout not working as expected,Steps: Submit form. Expected: Response should be 200 OK. Actual: System crashes.,Low,Critical,Performance,Performance Issue,In Progress,,Jane Smith,Automation Bot,2024-12-31,2025-01-08,2025-01-22,Sprint 27 (2024)
QA-414,QA Defects,Bug,Data not saved to database after form submit,Steps: Open app. Expected: Data should be saved. Actual: 500 error returned.,High,Critical,Database,Test Data Issue,Closed,Cannot Reproduce,Jane Smith,Test Engineer,2025-01-01,2025-01-11,2025-01-18,Sprint 1 (2025)
QA-415,QA Defects,Bug,Search results not displayed correctly,Steps: Open app. Expected: System should work correctly. Actual: System crashes.,Low,Major,Data Handling,Environment Issue,Closed,Won't Fix,Alice Brown,Automation Bot,2025-01-02,2025-01-06,2025-01-07,Sprint 1 (2025)
QA-416,QA Defects,Bug,Data not saved to database after form submit,Steps: Submit form. Expected: User should be redirected. Actual: 500 error returned.,Medium,Blocker,Database,Performance Issue,In Progress,Cannot Reproduce,Mark Lee,Automation Bot,2025-01-04,2025-01-11,2025-01-22,Sprint 1 (2025)
QA-417,QA Defects,Bug,Dropdown options missing in settings,Steps: Click logout. Expected: User should be redirected. Actual: Page loads slowly.,High,Minor,UI,Test Data Issue,In Progress,,John Doe,QA Tester,2025-01-05,2025-01-13,2025-01-21,Sprint 1 (2025)
QA-418,QA Defects,Bug,UI alignment issue on mobile view,Steps: Call API endpoint. Expected: User should be redirected. Actual: Data not saved.,High,Critical,UI,Memory Leak,Closed,Duplicate,Jane Smith,QA Tester,2025-01-06,2025-01-15,2025-01-28,Sprint 1 (2025)
QA-419,QA Defects,Bug,Login button not responsive,Steps: Click logout. Expected: Data should be saved. Actual: Data not saved.,Medium,Major,UI,Code Bug,Closed,Fixed,John Doe,Automation Bot,2025-01-07,2025-01-10,2025-01-21,Sprint 1 (2025)
QA-420,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Open app. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,Medium,Critical,General Code Defect,Code Bug,In Progress,Fixed,Jane Smith,Test Engineer,2025-01-08,2025-01-10,2025-01-13,Sprint 1 (2025)
QA-421,QA Defects,Bug,Application crashes on logout,Steps: Click logout. Expected: Data should be saved. Actual: 500 error returned.,Medium,Blocker,Logging,Memory Leak,Resolved,Cannot Reproduce,Bob Johnson,QA Tester,2025-01-09,2025-01-16,2025-01-23,Sprint 1 (2025)
QA-422,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: System crashes.,Medium,Major,Reporting,Test Data Issue,In Progress,Duplicate,John Doe,QA Tester,2025-01-11,2025-01-20,,Sprint 1 (2025)
QA-423,QA Defects,Bug,Login button not responsive,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: 500 error returned.,Medium,Major,UI,Code Bug,Closed,Cannot Reproduce,Mark Lee,Automation Bot,2025-01-12,2025-01-22,,Sprint 1 (2025)
QA-424,QA Defects,Bug,UI alignment issue on mobile view,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Incorrect message displayed.,Low,Blocker,UI,Test Data Issue,Closed,Duplicate,Mark Lee,Test Engineer,2025-01-13,2025-01-16,2025-01-17,Sprint 1 (2025)
QA-425,QA Defects,Bug,Password reset email not received,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: Data not saved.,High,Minor,Security,Test Data Issue,Resolved,Fixed,John Doe,Test Engineer,2025-01-14,2025-01-15,2025-01-23,Sprint 1 (2025)
QA-426,QA Defects,Bug,Session timeout not working as expected,Steps: Submit form. Expected: Data should be saved. Actual: Page loads slowly.,Low,Minor,Performance,Memory Leak,Open,,John Doe,QA Tester,2025-01-15,2025-01-23,,Sprint 2 (2025)
QA-427,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Submit form. Expected: System should work correctly. Actual: Page loads slowly.,Low,Critical,General Code Defect,Test Data Issue,Closed,Duplicate,John Doe,Test Engineer,2025-01-16,2025-01-26,2025-02-04,Sprint 2 (2025)
QA-428,QA Defects,Bug,Dropdown options missing in settings,Steps: Click logout. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,Medium,Minor,UI,Memory Leak,Open,Fixed,Jane Smith,QA Tester,2025-01-18,2025-01-20,2025-01-27,Sprint 2 (2025)
QA-429,QA Defects,Bug,SQL query takes too long to execute,Steps: Open app. Expected: User should be redirected. Actual: Page loads slowly.,High,Critical,Database,Environment Issue,Closed,Cannot Reproduce,Jane Smith,Automation Bot,2025-01-19,2025-01-28,2025-02-10,Sprint 2 (2025)
QA-430,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: System crashes.,Medium,Blocker,Performance,Environment Issue,Closed,Won't Fix,Bob Johnson,QA Tester,2025-01-20,2025-01-21,2025-01-22,Sprint 2 (2025)
QA-431,QA Defects,Bug,File upload fails for large files,Steps: Open app. Expected: Response should be 200 OK. Actual: Data not saved.,Low,Minor,Performance,Performance Issue,Closed,Won't Fix,Jane Smith,Automation Bot,2025-01-21,2025-01-24,2025-02-02,Sprint 2 (2025)
QA-432,QA Defects,Bug,Memory leak observed under load test,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: 500 error returned.,Low,Major,Performance,Environment Issue,Resolved,,Mark Lee,Automation Bot,2025-01-22,2025-01-24,,Sprint 2 (2025)
QA-433,QA Defects,Bug,Password reset email not received,Steps: Click logout. Expected: System should work correctly. Actual: Data not saved.,High,Blocker,Security,Test Data Issue,In Progress,Duplicate,Alice Brown,Automation Bot,2025-01-23,2025-01-30,2025-02-03,Sprint 2 (2025)
QA-434,QA Defects,Bug,Memory leak observed under load test,Steps: Open app. Expected: User should be redirected. Actual: Data not saved.,Medium,Blocker,Performance,Memory Leak,Closed,Duplicate,John Doe,QA Tester,2025-01-25,2025-02-03,2025-02-10,Sprint 2 (2025)
QA-435,QA Defects,Bug,UI alignment issue on mobile view,Steps: Open app. Expected: System should work correctly. Actual: System crashes.,High,Blocker,UI,Test Data Issue,Closed,Won't Fix,Bob Johnson,QA Tester,2025-01-26,2025-01-29,2025-02-10,Sprint 2 (2025)
QA-436,QA Defects,Bug,Data not saved to database after form submit,Steps: Call API endpoint. Expected: Data should be saved. Actual: System crashes.,Low,Minor,Database,Code Bug,Closed,Won't Fix,John Doe,Automation Bot,2025-01-27,2025-02-06,,Sprint 2 (2025)
QA-437,QA Defects,Bug,API returns 500 error on valid request,Steps: Click logout. Expected: Data should be saved. Actual: 500 error returned.,Low,Critical,API,Memory Leak,In Progress,Fixed,Mark Lee,Automation Bot,2025-01-28,2025-02-03,2025-02-10,Sprint 2 (2025)
QA-438,QA Defects,Bug,API returns 500 error on valid request,Steps: Call API endpoint. Expected: Data should be saved. Actual: System crashes.,Low,Critical,API,Configuration Issue,Open,Won't Fix,John Doe,Test Engineer,2025-01-29,2025-02-08,2025-02-11,Sprint 3 (2025)
QA-439,QA Defects,Bug,Export to CSV generates empty file,Steps: Click logout. Expected: User should be redirected. Actual: Incorrect message displayed.,Medium,Major,Data Handling,Configuration Issue,Resolved,Fixed,Alice Brown,Test Engineer,2025-01-30,2025-02-01,2025-02-08,Sprint 3 (2025)
QA-440,QA Defects,Bug,File upload fails for large files,Steps: Click logout. Expected: Data should be saved. Actual: System crashes.,Low,Critical,Performance,Configuration Issue,Closed,Duplicate,Bob Johnson,Test Engineer,2025-02-01,2025-02-09,,Sprint 3 (2025)
QA-441,QA Defects,Bug,File upload fails for large files,Steps: Submit form. Expected: Response should be 200 OK. Actual: System crashes.,Low,Critical,Performance,Configuration Issue,Resolved,,Bob Johnson,QA Tester,2025-02-02,2025-02-11,2025-02-26,Sprint 3 (2025)
QA-442,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Open app. Expected: Data should be saved. Actual: System crashes.,Low,Blocker,Reporting,Code Bug,Open,Cannot Reproduce,Mark Lee,QA Tester,2025-02-03,2025-02-05,2025-02-13,Sprint 3 (2025)
QA-443,QA Defects,Bug,Memory leak observed under load test,Steps: Call API endpoint. Expected: System should work correctly. Actual: Data not saved.,Medium,Blocker,Performance,Configuration Issue,In Progress,,Alice Brown,Automation Bot,2025-02-04,2025-02-14,,Sprint 3 (2025)
QA-444,QA Defects,Bug,UI alignment issue on mobile view,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: 500 error returned.,Medium,Minor,UI,Test Data Issue,Closed,Cannot Reproduce,Alice Brown,QA Tester,2025-02-05,2025-02-15,2025-02-28,Sprint 3 (2025)
QA-445,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Click logout. Expected: Response should be 200 OK. Actual: Data not saved.,Medium,Minor,Reporting,Memory Leak,Open,Duplicate,Bob Johnson,Automation Bot,2025-02-06,2025-02-11,,Sprint 3 (2025)
QA-446,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Click logout. Expected: System should work correctly. Actual: 500 error returned.,Medium,Minor,Reporting,Test Data Issue,Resolved,,Jane Smith,Automation Bot,2025-02-08,2025-02-16,2025-02-27,Sprint 3 (2025)
QA-447,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Open app. Expected: User should be redirected. Actual: Page loads slowly.,High,Major,Performance,Configuration Issue,Closed,Fixed,Mark Lee,QA Tester,2025-02-09,2025-02-12,2025-02-21,Sprint 3 (2025)
QA-448,QA Defects,Bug,Memory leak observed under load test,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Page loads slowly.,High,Major,Performance,Test Data Issue,Closed,Cannot Reproduce,Alice Brown,QA Tester,2025-02-10,2025-02-18,2025-03-02,Sprint 3 (2025)
QA-449,QA Defects,Bug,Session timeout not working as expected,Steps: Click logout. Expected: User should be redirected. Actual: Data not saved.,Low,Blocker,Performance,Code Bug,Closed,Won't Fix,Mark Lee,Test Engineer,2025-02-11,2025-02-12,2025-02-25,Sprint 3 (2025)
QA-450,QA Defects,Bug,Application crashes on logout,Steps: Call API endpoint. Expected: Data should be saved. Actual: Data not saved.,Medium,Major,Logging,Environment Issue,Closed,Duplicate,Alice Brown,Test Engineer,2025-02-12,2025-02-14,2025-02-27,Sprint 4 (2025)
QA-451,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Data not saved.,Medium,Major,Reporting,Memory Leak,In Progress,Cannot Reproduce,Alice Brown,Automation Bot,2025-02-14,2025-02-16,2025-02-26,Sprint 4 (2025)
QA-452,QA Defects,Bug,Search results not displayed correctly,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: 500 error returned.,Medium,Blocker,Data Handling,Memory Leak,Closed,,John Doe,Automation Bot,2025-02-15,2025-02-25,,Sprint 4 (2025)
QA-453,QA Defects,Bug,API returns 500 error on valid request,Steps: Submit form. Expected: Data should be saved. Actual: Page loads slowly.,Medium,Minor,API,Memory Leak,Closed,,Bob Johnson,Test Engineer,2025-02-16,2025-02-23,2025-02-25,Sprint 4 (2025)
QA-454,QA Defects,Bug,API returns 500 error on valid request,Steps: Submit form. Expected: Data should be saved. Actual: Incorrect message displayed.,Low,Major,API,Configuration Issue,Resolved,Fixed,Jane Smith,QA Tester,2025-02-17,2025-02-26,2025-03-06,Sprint 4 (2025)
QA-455,QA Defects,Bug,Data not saved to database after form submit,Steps: Open app. Expected: System should work correctly. Actual: System crashes.,High,Minor,Database,Test Data Issue,Open,Cannot Reproduce,Jane Smith,Automation Bot,2025-02-18,2025-02-20,2025-02-23,Sprint 4 (2025)
QA-456,QA Defects,Bug,Password reset email not received,Steps: Submit form. Expected: User should be redirected. Actual: Data not saved.,Low,Critical,Security,Environment Issue,Closed,Duplicate,Bob Johnson,Test Engineer,2025-02-19,2025-02-24,2025-03-07,Sprint 4 (2025)
QA-457,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Open app. Expected: User should be redirected. Actual: Incorrect message displayed.,Medium,Minor,Validation,Performance Issue,Resolved,Fixed,John Doe,Test Engineer,2025-02-21,2025-02-26,2025-02-27,Sprint 4 (2025)
QA-458,QA Defects,Bug,UI alignment issue on mobile view,Steps: Open app. Expected: Data should be saved. Actual: System crashes.,Medium,Minor,UI,Environment Issue,Resolved,Duplicate,John Doe,Automation Bot,2025-02-22,2025-02-27,2025-03-03,Sprint 4 (2025)
QA-459,QA Defects,Bug,Session timeout not working as expected,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: 500 error returned.,Low,Critical,Performance,Performance Issue,In Progress,Cannot Reproduce,Alice Brown,QA Tester,2025-02-23,2025-03-02,2025-03-05,Sprint 4 (2025)
QA-460,QA Defects,Bug,Session timeout not working as expected,Steps: Click logout. Expected: Response should be 200 OK. Actual: 500 error returned.,Medium,Minor,Performance,Environment Issue,In Progress,Duplicate,John Doe,QA Tester,2025-02-24,2025-02-28,,Sprint 4 (2025)
QA-461,QA Defects,Bug,Cache not refreshed after deployment,Steps: Call API endpoint. Expected: System should work correctly. Actual: 500 error returned.,High,Critical,DevOps,Configuration Issue,Resolved,Duplicate,Alice Brown,Automation Bot,2025-02-25,2025-03-01,2025-03-12,Sprint 4 (2025)
QA-462,QA Defects,Bug,File upload fails for large files,Steps: Click logout. Expected: Data should be saved. Actual: Data not saved.,Medium,Blocker,Performance,Code Bug,In Progress,,Mark Lee,Test Engineer,2025-02-26,2025-03-06,,Sprint 5 (2025)
QA-463,QA Defects,Bug,Export to CSV generates empty file,Steps: Submit form. Expected: User should be redirected. Actual: System crashes.,High,Critical,Data Handling,Test Data Issue,In Progress,,Alice Brown,Automation Bot,2025-02-28,2025-03-05,2025-03-19,Sprint 5 (2025)
QA-464,QA Defects,Bug,Application crashes on logout,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,Medium,Minor,Logging,Test Data Issue,Resolved,Won't Fix,Alice Brown,Automation Bot,2025-03-01,2025-03-03,2025-03-17,Sprint 5 (2025)
QA-465,QA Defects,Bug,Session timeout not working as expected,Steps: Submit form. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Blocker,Performance,Memory Leak,Resolved,,Jane Smith,Automation Bot,2025-03-02,2025-03-12,,Sprint 5 (2025)
QA-466,QA Defects,Bug,Export to CSV generates empty file,Steps: Open app. Expected: User should be redirected. Actual: Incorrect message displayed.,Medium,Blocker,Data Handling,Code Bug,Resolved,Cannot Reproduce,Alice Brown,QA Tester,2025-03-03,2025-03-06,2025-03-10,Sprint 5 (2025)
QA-467,QA Defects,Bug,File upload fails for large files,Steps: Submit form. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Blocker,Performance,Performance Issue,Open,Fixed,Alice Brown,Automation Bot,2025-03-04,2025-03-06,2025-03-10,Sprint 5 (2025)
QA-468,QA Defects,Bug,User roles not applied correctly after update,Steps: Call API endpoint. Expected: User should be redirected. Actual: Page loads slowly.,Medium,Minor,General Code Defect,Configuration Issue,Open,Won't Fix,Mark Lee,Automation Bot,2025-03-05,2025-03-11,2025-03-13,Sprint 5 (2025)
QA-469,QA Defects,Bug,Data not saved to database after form submit,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: 500 error returned.,Medium,Blocker,Database,Configuration Issue,In Progress,Fixed,Bob Johnson,Test Engineer,2025-03-07,2025-03-09,,Sprint 5 (2025)
QA-470,QA Defects,Bug,Login button not responsive,Steps: Submit form. Expected: User should be redirected. Actual: Page loads slowly.,Low,Critical,UI,Environment Issue,Resolved,Won't Fix,John Doe,QA Tester,2025-03-08,2025-03-16,2025-03-28,Sprint 5 (2025)
QA-471,QA Defects,Bug,User roles not applied correctly after update,Steps: Open app. Expected: System should work correctly. Actual: Data not saved.,High,Blocker,General Code Defect,Test Data Issue,Open,Won't Fix,Bob Johnson,Test Engineer,2025-03-09,2025-03-18,2025-03-24,Sprint 5 (2025)
QA-472,QA Defects,Bug,Data not saved to database after form submit,Steps: Open app. Expected: User should be redirected. Actual: Data not saved.,Low,Critical,Database,Test Data Issue,Open,Fixed,Alice Brown,Automation Bot,2025-03-10,2025-03-19,,Sprint 5 (2025)
QA-473,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Open app. Expected: System should work correctly. Actual: System crashes.,High,Major,Validation,Memory Leak,Open,Fixed,Jane Smith,QA Tester,2025-03-11,2025-03-21,,Sprint 5 (2025)
QA-474,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Submit form. Expected: Response should be 200 OK. Actual: Data not saved.,Medium,Minor,General Code Defect,Memory Leak,Closed,Won't Fix,John Doe,Test Engineer,2025-03-12,2025-03-21,,Sprint 6 (2025)
QA-475,QA Defects,Bug,Password reset email not received,Steps: Submit form. Expected: Data should be saved. Actual: System crashes.,High,Critical,Security,Test Data Issue,Resolved,,Bob Johnson,Test Engineer,2025-03-14,2025-03-24,2025-04-03,Sprint 6 (2025)
QA-476,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Click logout. Expected: Response should be 200 OK. Actual: 500 error returned.,Low,Major,General Code Defect,Performance Issue,In Progress,Won't Fix,Alice Brown,Test Engineer,2025-03-15,2025-03-16,,Sprint 6 (2025)
QA-477,QA Defects,Bug,File upload fails for large files,Steps: Open app. Expected: Data should be saved. Actual: Incorrect message displayed.,Low,Major,Performance,Configuration Issue,In Progress,Cannot Reproduce,John Doe,Test Engineer,2025-03-16,2025-03-22,2025-03-26,Sprint 6 (2025)
QA-478,QA Defects,Bug,UI alignment issue on mobile view,Steps: Call API endpoint. Expected: Data should be saved. Actual: Incorrect message displayed.,Low,Minor,UI,Code Bug,In Progress,,Mark Lee,Automation Bot,2025-03-17,2025-03-25,2025-04-08,Sprint 6 (2025)
QA-479,QA Defects,Bug,File upload fails for large files,Steps: Click logout. Expected: Response should be 200 OK. Actual: Data not saved.,Medium,Critical,Performance,Performance Issue,Closed,Duplicate,Mark Lee,Automation Bot,2025-03-18,2025-03-27,2025-04-09,Sprint 6 (2025)
QA-480,QA Defects,Bug,Search results not displayed correctly,Steps: Open app. Expected: System should work correctly. Actual: Incorrect message displayed.,Low,Critical,Data Handling,Environment Issue,Open,Duplicate,Bob Johnson,Test Engineer,2025-03-19,2025-03-25,2025-04-06,Sprint 6 (2025)
QA-481,QA Defects,Bug,Application crashes on logout,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: System crashes.,Medium,Minor,Logging,Configuration Issue,Resolved,Fixed,John Doe,Test Engineer,2025-03-21,2025-03-24,2025-04-08,Sprint 6 (2025)
QA-482,QA Defects,Bug,Memory leak observed under load test,Steps: Click logout. Expected: User should be redirected. Actual: System crashes.,Low,Critical,Performance,Performance Issue,In Progress,Cannot Reproduce,Bob Johnson,Test Engineer,2025-03-22,2025-03-23,2025-03-30,Sprint 6 (2025)
QA-483,QA Defects,Bug,Dropdown options missing in settings,Steps: Submit form. Expected: Response should be 200 OK. Actual: 500 error returned.,Low,Minor,UI,Performance Issue,Open,Duplicate,John Doe,Automation Bot,2025-03-23,2025-03-31,2025-04-12,Sprint 6 (2025)
QA-484,QA Defects,Bug,Search results not displayed correctly,Steps: Open app. Expected: System should work correctly. Actual: Incorrect message displayed.,Low,Critical,Data Handling,Memory Leak,Resolved,Won't Fix,Alice Brown,Automation Bot,2025-03-24,2025-03-26,,Sprint 6 (2025)
QA-485,QA Defects,Bug,SQL query takes too long to execute,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Page loads slowly.,Medium,Critical,Database,Configuration Issue,In Progress,Duplicate,Mark Lee,Automation Bot,2025-03-25,2025-03-28,2025-04-11,Sprint 6 (2025)
QA-486,QA Defects,Bug,API returns 500 error on valid request,Steps: Open app. Expected: Data should be saved. Actual: Data not saved.,Low,Major,API,Performance Issue,Open,,Bob Johnson,QA Tester,2025-03-27,2025-04-06,,Sprint 7 (2025)
QA-487,QA Defects,Bug,Memory leak observed under load test,Steps: Open app. Expected: Data should be saved. Actual: 500 error returned.,Medium,Blocker,Performance,Memory Leak,In Progress,Fixed,Mark Lee,Test Engineer,2025-03-28,2025-03-30,,Sprint 7 (2025)
QA-488,QA Defects,Bug,Cache not refreshed after deployment,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,Low,Critical,DevOps,Performance Issue,Closed,Duplicate,Bob Johnson,Test Engineer,2025-03-29,2025-04-02,,Sprint 7 (2025)
QA-489,QA Defects,Bug,Dropdown options missing in settings,Steps: Call API endpoint. Expected: System should work correctly. Actual: 500 error returned.,Low,Blocker,UI,Environment Issue,In Progress,Cannot Reproduce,Mark Lee,Automation Bot,2025-03-30,2025-04-01,2025-04-16,Sprint 7 (2025)
QA-490,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Click logout. Expected: System should work correctly. Actual: 500 error returned.,Medium,Critical,General Code Defect,Test Data Issue,Resolved,,John Doe,Automation Bot,2025-03-31,2025-04-10,2025-04-19,Sprint 7 (2025)
QA-491,QA Defects,Bug,Application crashes on logout,Steps: Click logout. Expected: Response should be 200 OK. Actual: System crashes.,High,Blocker,Logging,Code Bug,Open,Fixed,Jane Smith,QA Tester,2025-04-01,2025-04-11,,Sprint 7 (2025)
QA-492,QA Defects,Bug,Memory leak observed under load test,Steps: Click logout. Expected: User should be redirected. Actual: Incorrect message displayed.,Low,Critical,Performance,Code Bug,Open,Won't Fix,Jane Smith,Test Engineer,2025-04-03,2025-04-09,2025-04-16,Sprint 7 (2025)
QA-493,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Incorrect message displayed.,Low,Blocker,Validation,Configuration Issue,In Progress,,Alice Brown,Automation Bot,2025-04-04,2025-04-08,2025-04-15,Sprint 7 (2025)
QA-494,QA Defects,Bug,Export to CSV generates empty file,Steps: Submit form. Expected: User should be redirected. Actual: Data not saved.,Low,Blocker,Data Handling,Configuration Issue,Closed,,Mark Lee,Automation Bot,2025-04-05,2025-04-14,2025-04-22,Sprint 7 (2025)
QA-495,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Submit form. Expected: Data should be saved. Actual: Page loads slowly.,Medium,Blocker,Reporting,Performance Issue,Closed,Won't Fix,Mark Lee,Automation Bot,2025-04-06,2025-04-16,2025-04-25,Sprint 7 (2025)
QA-496,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Submit form. Expected: User should be redirected. Actual: Page loads slowly.,Low,Major,Reporting,Code Bug,Closed,Won't Fix,Mark Lee,QA Tester,2025-04-07,2025-04-17,2025-05-01,Sprint 7 (2025)
QA-497,QA Defects,Bug,UI alignment issue on mobile view,Steps: Open app. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Minor,UI,Environment Issue,In Progress,,Alice Brown,QA Tester,2025-04-08,2025-04-18,2025-04-29,Sprint 7 (2025)
QA-498,QA Defects,Bug,SQL query takes too long to execute,Steps: Click logout. Expected: System should work correctly. Actual: 500 error returned.,High,Blocker,Database,Memory Leak,In Progress,,Mark Lee,QA Tester,2025-04-10,2025-04-11,2025-04-17,Sprint 8 (2025)
QA-499,QA Defects,Bug,Application crashes on logout,Steps: Submit form. Expected: Data should be saved. Actual: Incorrect message displayed.,Medium,Major,Logging,Configuration Issue,Open,Duplicate,John Doe,Test Engineer,2025-04-11,2025-04-17,2025-04-25,Sprint 8 (2025)
QA-500,QA Defects,Bug,Memory leak observed under load test,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Page loads slowly.,Medium,Critical,Performance,Environment Issue,In Progress,,Mark Lee,Test Engineer,2025-04-12,2025-04-13,2025-04-24,Sprint 8 (2025)
QA-501,QA Defects,Bug,Dropdown options missing in settings,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Data not saved.,Low,Blocker,UI,Test Data Issue,Open,,Bob Johnson,Test Engineer,2025-04-13,2025-04-22,2025-04-24,Sprint 8 (2025)
QA-502,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Open app. Expected: Response should be 200 OK. Actual: Data not saved.,Medium,Minor,General Code Defect,Test Data Issue,In Progress,Won't Fix,Bob Johnson,QA Tester,2025-04-14,2025-04-24,2025-05-09,Sprint 8 (2025)
QA-503,QA Defects,Bug,Export to CSV generates empty file,Steps: Submit form. Expected: Response should be 200 OK. Actual: System crashes.,Medium,Major,Data Handling,Test Data Issue,Open,,Mark Lee,Test Engineer,2025-04-15,2025-04-22,2025-05-03,Sprint 8 (2025)
QA-504,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Open app. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Critical,Validation,Environment Issue,In Progress,Duplicate,Bob Johnson,Automation Bot,2025-04-17,2025-04-18,,Sprint 8 (2025)
QA-505,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Click logout. Expected: Data should be saved. Actual: Data not saved.,Low,Critical,Reporting,Code Bug,Closed,Cannot Reproduce,Alice Brown,Automation Bot,2025-04-18,2025-04-26,2025-05-05,Sprint 8 (2025)
QA-506,QA Defects,Bug,Memory leak observed under load test,Steps: Click logout. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Blocker,Performance,Memory Leak,Resolved,Fixed,Mark Lee,QA Tester,2025-04-19,2025-04-29,2025-05-08,Sprint 8 (2025)
QA-507,QA Defects,Bug,API returns 500 error on valid request,Steps: Call API endpoint. Expected: Data should be saved. Actual: Data not saved.,High,Minor,API,Performance Issue,Closed,,Bob Johnson,QA Tester,2025-04-20,2025-04-29,2025-05-13,Sprint 8 (2025)
QA-508,QA Defects,Bug,Dropdown options missing in settings,Steps: Open app. Expected: Response should be 200 OK. Actual: System crashes.,Medium,Blocker,UI,Configuration Issue,Open,,Bob Johnson,QA Tester,2025-04-21,2025-04-30,,Sprint 8 (2025)
QA-509,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Open app. Expected: User should be redirected. Actual: Incorrect message displayed.,High,Major,Reporting,Memory Leak,Open,Duplicate,Bob Johnson,Automation Bot,2025-04-22,2025-04-29,2025-05-11,Sprint 8 (2025)
